id,mahkeme,daire,esas,karar,tarih,group,domain,era,compositeScore,uniquenessScore,qualityScore,sourceScore,ratioOzeti
"52005500","Yargıtay","Ceza Genel Kurulu","2012/1318","2013/108","26.03.2013","cgk","ticaret","y2010_2019","0.663","0.468","0.51","0.95","CEZA GENEL KURULU KARARI

 Özel Daire ile Yargıtay Cumhuriyet Başsavcılığı arasında oluşan ve Ceza Genel Kurulunca çözümlenmesi gereken uyuşmazlık; hükmün sanığa tebliğinin geçerli olup olmadığı, buna bağlı olarak da, Özel Dairenin temyiz isteminin reddine ilişkin yerel mahkeme kararını kaldırarak temyiz incelemesi yapmasının isabetli bulunup bulunmadığı noktalarında toplanmaktadır. İncelenen dosya içeriğinden;

 Sanığın kolluk görevlilerince beyanının saptandığı 14.06.2006 t"
"77251000","Yargıtay","Ceza Genel Kurulu","2011/364","2011/287","20.12.2011","cgk","ceza_genel","y2010_2019","0.663","0.466","0.51","0.95","CEZA GENEL KURULU KARARI
Özel Daire ile Yargıtay Cumhuriyet Başsavcılığı arasında oluşan ve Ceza Genel Kurulunca çözümlenmesi gereken uyuşmazlık; vekili duruşmalara iştirak etmeyen katılan idare lehine Avukatlık Asgari Ücret Tarifesi uyarınca maktu vek&acirc;let ücretine mi, yoksa dilekçe yazım ücretine mi hükmedilmesi gerektiğinin belirlenmesine ilişkindir. İncelenen dosya içeriğinden;
09.10.2006 tarihinde düzenlenen duruşmaya hazırlık tutanağı ile verilen karar uyarınca, 25"
"77102200","Yargıtay","Ceza Genel Kurulu","2011/162","2011/178","20.09.2011","cgk","ceza_ozel","y2010_2019","0.663","0.38","0.56","0.95","CEZA GENEL KURULU KARARI
Sanığın 5846 sayılı Yasaya aykırılık suçundan mahk&ucirc;miyetine karar verilen somut olayda, Özel Daire ile yerel mahkeme arasında oluşan ve Ceza Genel Kurulunca çözümlenmesi gereken uyuşmazlık; sanık hakkında hükmün açıklanmasının geri bırakılması kurumunun uygulanma koşullarının bulunup bulunmadığının belirlenmesine ilişkin ise de; direnme kararının yeni hüküm niteliğinde olup olmadığı hususunun Yargıtay İç Yönetmeliğinin 27. Başlangıçta yetişkin s"
"76980700","Yargıtay","Hukuk Genel Kurulu","2011/67","2011/212","20.04.2011","hgk","icra_iflas","y2010_2019","0.662","0.365","0.566","0.95","HUKUK GENEL KURULU KARARI

 Hukuk Genel Kurulunca incelenerek direnme kararının süresinde temyiz edildiği anlaşıldıktan ve dosyadaki kağıtlar okunduktan sonra gereği görüşüldü:
Dava; kira parasının tahsiline yönelik icra takibine yapılan itirazın iptali ve icra inkar tazminatı istemine ilişkindir. Hukuk Genel Kurulundaki görüşme sırasında, işin esasının incelenmesinden önce, temyize konu kararın gerçekte yeni hüküm niteliğinde olup olmadığı; dolayısıyla, temyiz incelemesinin "
"16895000","Yargıtay","Hukuk Genel Kurulu","2010/348","2010/317","16.06.2010","hgk","usul_hukuk","y2010_2019","0.662","0.602","0.43","0.95","O halde, davalının vekillerinin istifa dilekçesi ve davacı vekilinin temyiz dilekçesinin, istifa dilekçesinde bildirilen davalı asilin adresine tebliği için de dosyanın mahalline geri çevrilmesi gerekir. Söz konusu harç eksikliğinin tamamlanması için dosyanın Yerel Mahkemeye geri çevrilmesi gerekir."
"77279700","Yargıtay","Hukuk Genel Kurulu","2011/734","2011/631","12.10.2011","hgk","ticaret","y2010_2019","0.662","0.635","0.41","0.95","Mahkemece davalı vekiline muhtıranın ve ek kararın tebliğ tarihlerinin açık bir şekilde ilgili merciden sorulup, araştırılarak belgelendirilmesi suretiyle bu konudaki eksiklik giderildikten sonra Yargıtay'a gönderilmek üzere dosyanın mahkemesine geri çevrilmesi gerekir. 22.02.2011 tarihli direnme kararını davalı vekili temyiz etmiş ise de; dosyanın Yargıtay'a gönderilmesi için gereken posta gideri yatırılmadığından mahkemece 09.08.2011 tarihli muhtıra düzenlenerek, temyiz mas"
"45617300","Yargıtay","Ceza Genel Kurulu","2012/1437","2013/153","30.04.2013","cgk","icra_iflas","y2010_2019","0.662","0.461","0.51","0.95","494 üncü maddenin 2, 3 ve 4 numaralı bentleri ile 521/a ve 521/b maddelerinde yazılı cürümlerden dolayı da yukarıdaki fıkralar hükümleri uygulanır"" biçimindeki hüküm, 01 Haziran 2005 tarihinde yürürlüğe giren 5237 sayılı TCK'nun 168. maddesinde; ""Bu babın birinci, üçüncü, dördüncü ve beşinci fasıllarında ve 516 ncı maddenin birinci fıkrasında ve 518 ve 519 ve 521 inci maddelerinde beyan olunan cürümlerden birini işleyen kimse kendi hakkında bir güna takibat icrasına başlanmad"
"465096400","Yargıtay","Ceza Genel Kurulu","2012/1278","2013/90","19.03.2013","cgk","ticaret","y2010_2019","0.662","0.428","0.529","0.95","CEZA GENEL KURULU KARARI
Özel Daire ile yerel mahkeme arasında oluşan ve Ceza Genel Kurulunca çözümlenmesi gereken uyuşmazlık; sanıkların eyleminin nitelikli zimmet mi, yoksa hizmet nedeniyle güveni kötüye kullanma suçunu mu oluşturduğunun belirlenmesine ilişkin ise de, öncelikle Ceza Genel Kurulu kararına uyma kararı verildikten sonra önceki Özel Daire kararına karşı direnilmesinin mümkün olup olmadığı belirlenmelidir. Ceza Genel Kurulu’nun 26.06.2012 gün ve 816-254, 27.03.2"
"77587900","Yargıtay","Hukuk Genel Kurulu","2013/151","2013/1479","23.10.2013","hgk","usul_hukuk","y2010_2019","0.661","0.246","0.634","0.95","Daha önce tebligat yapılmamış olsa bile, tüzel kişiler bakımından resm&icirc; kayıtlardaki adresleri esas alınır ve bu madde hükümleri uygulanır."" denilmektedir. HUKUK GENEL KURULU KARARI
Hukuk Genel Kurulunca incelenerek direnme kararının süresinde temyiz edildiği anlaşıldıktan ve direnme kararının verildiği tarih itibariyle H.U.M.K.nun 2494 sayılı Yasa ile değişik 438/II.fıkrası hükmü gereğince duruşma isteğinin reddine karar verilip dosyadaki kağıtlar okunduktan sonra gere"
"77088100","Yargıtay","Hukuk Genel Kurulu","2011/415","2011/443","22.06.2011","hgk","usul_hukuk","y2010_2019","0.661","0.371","0.56","0.95","O halde, tarafların karşılıklı iddia ve savunmalarına, dosyadaki tutanak ve kanıtlar ile bilgi ve belgelere, bozma kararında açıklanan gerektirici nedenlere; özellikle objektif dava birleşmesi nedeniyle görevli mahkemenin, müddeabihlerin toplamına göre asliye hukuk mahkemesi olmasına göre, Hukuk Genel Kurulu'nca da benimsenen Özel Daire bozma kararına uyulmak gerekirken, önceki kararda direnilmesi usul ve yasaya aykırıdır. Özel Dairece; davacı tarafın, müdahalenin meni davası"
"85834900","Yargıtay","Hukuk Genel Kurulu","2012/593","2013/295","27.02.2013","hgk","icra_iflas","y2010_2019","0.661","0.275","0.616","0.95","Tarafların karşılıklı iddia ve savunmalarına, dosyadaki tutanak ve kanıtlara, bozma kararında açıklanan gerektirici nedenlere, Hukuk Genel Kurulu’nca da benimsenen Özel Daire bozma kararına uyulmak gerekirken, önceki kararda direnilmesi usul ve yasaya aykırıdır. Hukuk Genel Kurulu’ndaki görüşmeler sırasında işin esasının incelenmesine geçilmeden önce 5326 sayılı Kabahatler Kanunu'nun idari para cezalarına dair hükümleri gözetildiğinde Hukuk Genel Kurulu'nca direnme hükmünün t"
"16896700","Yargıtay","Hukuk Genel Kurulu","2010/21","2010/38","27.01.2010","hgk","aile","y2010_2019","0.661","0.339","0.579","0.95","1-Davacı vekilinin direnme kararına yönelik temyizi yönünden: 






Tarafların karşılıklı iddia ve savunmalarına, dosyadaki tutanak ve kanıtlara, bozma kararının (2).bendinde açıklanan gerektirici nedenlere göre, Hukuk Genel Kurulu’nca da benimsenen Özel Daire bozma kararına uyulmak gerekirken önceki kararda direnilmesi usul ve yasaya aykırıdır. O nedenle, taraf vekillerinin yeni hükme yönelik temyiz itirazlarının incelenmesi için dosyanın Özel Dairesine gönderilmesi gerekir"
"76677400","Yargıtay","Hukuk Genel Kurulu","2010/30","2010/23","27.01.2010","hgk","usul_hukuk","y2010_2019","0.661","0.577","0.442","0.95","Mahkemece, İl Milli Eğitim Müdür vekili olduğunu beyan edene ait yetkili vekil olduğunu gösteren yetki belgesinin dosya içine celbi ile yetkili olmadığının anlaşılması halinde direnme kararını temyize yetkili kişinin icazeti bulunup bulunmadığı hususunu tevsik edecek usulünce düzenlenmiş bir belgenin evraka eklenmesi gerekmektedir. HUKUK GENEL KURULU KARARI
 
Hukuk Genel Kurulunca incelenerek dosyadaki kağıtlar okunduktan sonra gereği görüşüldü:
I-Davacı tarafından delil olar"
"465105600","Yargıtay","Ceza Genel Kurulu","2013/259","2013/273","28.05.2013","cgk","ceza_genel","y2010_2019","0.661","0.621","0.416","0.95","İncelenen dosya kapsamından; Samsun Adli Tıp Şube Müdürlüğünce düzenlenen raporda, olay nedeniyle katılanın sol temporalinde (alın bölgesi) kırık meydana geldiği, bu yaralanmanın basit tıbbi müdahale ile giderilebilecek nitelikte olmadığı, kişinin hayatını tehlikeye soktuğu, katılanda oluşan kırığın hayat fonksiyonlarını orta (2) derecede etkilediği açıklamalarına yer verildiği anlaşılmaktadır. maddesinin ilk beş fıkrası; 
"" (1) Hâkim, somut olayda;
a) Suçun işleniş biçimini,"
"45618800","Yargıtay","Ceza Genel Kurulu","2012/1524","2013/152","30.04.2013","cgk","icra_iflas","y2010_2019","0.661","0.459","0.51","0.95","CEZA GENEL KURULU KARARI

 Suçun sübutuna ilişkin bir uyuşmazlık ve bu kabulde dosya içeriği itibarıyla da herhangi bir isabetsizlik bulunmayan somut olayda, Özel Daire ile Yargıtay Cumhuriyet Başsavcılığı arasında oluşan ve Ceza Genel Kurulunca çözümlenmesi gereken uyuşmazlık; yağma suçundan sanıklar hakkında TCK'nun 168. ve S.'nin astım hastası taklidi yapıp eczane arama bahanesi ile bindikleri mağdur Kenan'a ait Ford Fokus marka araçta tabanca görünümlü çakmak ve iki adet "
"77250400","Yargıtay","Ceza Genel Kurulu","2011/363","2011/286","20.12.2011","cgk","usul_hukuk","y2010_2019","0.661","0.501","0.485","0.95","Bu hükümler, birlikte değerlendirildiğinde, kural olarak temyiz istemi süresinde verilen bir dilekçe ile veya zabıt k&acirc;tibine yapılacak bir beyanla hükmü veren mahkemeye yapılacaktır. Ş.'in hazır olmadığı oturumda Terme TEDAŞ idaresinin katılma isteminin kabulüne karar verildiği, 
Katılan vekilinin yargılama boyunca yapılan oturumlara ve keşfe katılmadığı, yokluğunda verilen kararın 18.12.2007 tarihinde katılan vekiline usulüne uygun olarak tebliğ edildiği, ancak katılan"
"77280700","Yargıtay","Hukuk Genel Kurulu","2011/636","2011/637","19.10.2011","hgk","usul_hukuk","y2010_2019","0.66","0.519","0.473","0.95","Eldeki dava ise tespit davası olup, bu davada açık bir kabulün varlığından söz edilebilmesi için; tespit davası sırasında yapılan bilirkişi incelemesi sonunda acele el koyma davasında belirlenen miktarın altında bir değer tespit edilmesi ve davalının da bunu kabul beyanında bulunması gerekir. HUKUK GENEL KURULU KARARI

 Hukuk Genel Kurulu'nca dilekçe, 6217 sayılı Kanunun 30.maddesi ile 6100 sayılı Hukuk Muhakemeleri Kanunu'na eklenen ""Geçici madde 3"" atfıyla uygulanmakta olan"
"77296900","Yargıtay","Hukuk Genel Kurulu","2011/837","2011/719","30.11.2011","hgk","borclar","y2010_2019","0.66","0.357","0.566","0.95","maddesi hükümleri bu Kanun yürürlüğe girdiği tarihte;
a)Görülmekte olan davalar, 
b)Kesinleşmemiş hükümler, 
c)Miktar veya değeri itibarıyla temyiz veya karar düzeltme yoluna gidilemediği için kesinleşen hükümler, 
bakımından da uygulanır ve davaya Devlet aleyhine devam olunur."" 
Düzenlemesine yer verilmiştir. Özel Daire'ce bidayet mahkemesi sıfatıyla verilen kararın Hukuk Genel Kurulu'nca düzeltilerek onanmasından sonra, 14 Şubat 2011 tarihinde yürürlüğe giren 09 Şubat 2011 "
"76804900","Yargıtay","Hukuk Genel Kurulu","2010/203","2010/220","14.04.2010","hgk","aile","y2010_2019","0.66","0.4","0.541","0.95","Manevi tazminat, bozulan manevi dengenin yerine gelmesi için kabul edilmiş bir tatmin (veya telafi) şekli olup, boşanmaya sebep olan olayların kişilik haklarına saldırı teşkil etmesi halinde manevi tazminata hükmedilir (Kılıçoğlu, Mustafa: Tazminat Hukuku, Legal Yayıncılık, İstanbul 2010, s.1036, 1369.; Reisoğlu, Safa: Borçlar Hukuku Genel Hükümler, Beta Basım, İstanbul 1998, s.179 vd.; Oğuzman/Dural: Aile Hukuku, Filiz Kitabevi, İstanbul 1994, s.144-145 ; Tekinay, S. Davacı "
"77702300","Yargıtay","Hukuk Genel Kurulu","2013/527","2013/1322","11.09.2013","hgk","ticaret","y2010_2019","0.66","0.453","0.51","0.95","6217 sayılı Kanunun 30.maddesi ile 6100 sayılı Hukuk Muhakemeleri Kanunu'na eklenen ""Geçici madde 3"" atfıyla uygulanmakta olan 1086 sayılı Hukuk Usulü Muhakemeleri Kanunu'nun 433/1.maddesi gereğince temyiz dilekçesinin hüküm veren mahkeme aracılığı ile karşı tarafa tebliğ edilmesi ve karşı tarafa cevap verme ve karşı temyiz isteminde bulunmak hakkının tanınması gereklidir. S 0 N U Ç : Yukarıda usulü işlemlerin yerine getirilmesi için dosyanın mahkemesine GERİ ÇEVRİLMESINE,

 "
"76489100","Yargıtay","Hukuk Genel Kurulu","2013/1327","2013/1385","25.09.2013","hgk","usul_hukuk","y2010_2019","0.66","0.652","0.396","0.95","Somut olayda Malazgirt Kasastro Mahkemesine ait 12.05.2012 gün ve 1989/918 Esas ve 1990/80 Karar sayılı ek kararın, Yargıtay 7.Hukuk Dairesine ait 17.12.2012 gün ve 2012/6789 Esas ve 2012/9462 Karar sayılı ilam ile bozulması üzerine, mahkemece esas defterine kayıt edilmeden ve taraflar dinlenmeden ek karar ile direnme kararı verilmiştir. Mahkemece 1086 sayılı HUMK.193 maddesi uyarınca 05.01.1994 tarihi itibariyle açılmamış sayılmasına dair verilen karar davacı vekili tarafınd"
"77106200","Yargıtay","Ceza Genel Kurulu","2011/52","2011/180","20.09.2011","cgk","ceza_genel","y2010_2019","0.66","0.654","0.394","0.95","Bu itibarla, Yargıtay C.Başsavcılığının dosyanın yalnızca sanık müdafii tarafından temyiz edilmesi nedeniyle suç niteliğinden dolayı yapılacak bozmanın aleyhe bozma yasağına aykırılık teşkil edeceği ve savunma hakkının kısıtlanması suretiyle adil yargılanma hakkının ihlali sayılacağı yönündeki itirazının reddine karar verilmelidir. Ayrıntısına Ceza Genel Kurulunun 25.04.2000 gün ve 79-83 sayılı kararında yer verildiği üzere, Yargıtay'ın asıl davanın esasına karar vermesi ve d"
"17159300","Yargıtay","Ceza Genel Kurulu","2011/219","2011/280","20.12.2011","cgk","icra_iflas","y2010_2019","0.66","0.714","0.36","0.95","Aleyhe bozma yasağı; temyiz davası yalnızca sanık veya müdafii ya da sanık lehine Cumhuriyet savcısı tarafından açıldığında, sonucu sanığın aleyhine ağırlaştırıcı, diğer bir anlatımla aleyhe sonuç verici düzeltmelerin yapılamaması veya kurulacak yeni hükümdeki cezanın onun aleyhine olarak önceki hükümden daha ağır olamayacağıdır. Anılan Yasanın yürürlükte bulunduğu dönemde, öğretide de cezalar; ""asıl cezalar, fer'i cezalar ve tamamlayıcı cezalar"" olmak üzere üçe ayrılmış, tam"
"76956500","Yargıtay","Ceza Genel Kurulu","2010/221","2010/230","23.11.2010","cgk","usul_hukuk","y2010_2019","0.66","0.452","0.51","0.95","CEZA GENEL KURULU KARARI
Sanık M...G...'in, 16.03.2003 tarihinde işlediği iddia edilen elektrik hırsızlığı suçundan beraatına karar verilen olayda, Özel Daire ile yerel mahkeme arasında oluşan ve Ceza Genel Kurulunca çözümlenmesi gereken uyuşmazlık; sanığın atılı elektrik hırsızlığı suçunu işleyip işlemediğinin belirlenmesine ilişkin ise de; zamanaşımının gerçek&not;leşip gerçek&not;leş&not;mediği hususunun öncelikle açıklığa kavuşturulması gerekmektedir. Bu itibarla; yerel m"
"76716300","Yargıtay","Ceza Genel Kurulu","2010/3","2010/5","26.01.2010","cgk","ceza_genel","y2010_2019","0.66","0.519","0.473","0.95","maddesi uyarınca 12.12.2008 tarihinde sona erdiği, dolayısıyla 12.12.2008 tarihinde gerçekleşen temyiz isteminin süresinde olduğu saptanmakla; Yargıtay C.Başsavcılığı itirazının kabulü ile sanık Ümit müdafiinin temyiz isteminin reddine ilişkin Özel Dairece verilen 29.06.2009 gün ve 6783-8520 sayılı kararın kaldırılması ve dosyanın temyiz incelemesi yapılmak üzere Özel Daireye gönderilmesine karar verilmelidir. maddenin uygulanmasına ilişkin, sanık Ü.müdafiin yüzüne karşı 04.1"
"77340700","Yargıtay","Ceza Genel Kurulu","2012/426","2012/1787","25.09.2012","cgk","ceza_genel","y2010_2019","0.66","0.454","0.51","0.95","CEZA GENEL KURULU KARARI
 Özel Daire ile yerel mahkeme arasında oluşan ve Yargıtay Ceza Genel Kurulunca çözümlenmesi gereken uyuşmazlık; tanık anlatımlarındaki çelişkinin giderilmesinin gerekip gerekmediğinin belirlenmesine ilişkin ise de, bozma ilamına uyulmasına karar verildikten sonra bu karardan dönülerek önceki hüküm gibi karar verilmesinin olanaklı olup olmadığının öncelikle değerlendirilmesi gerekmektedir. P..'ın esas hakkındaki savunması ile son sözü sorularak hüküm k"
"76764100","Yargıtay","Ceza Genel Kurulu","2010/31","2010/64","30.03.2010","cgk","ceza_ozel","y2010_2019","0.66","0.455","0.51","0.95","CEZA GENEL KURULU KARARI
Yargıtay Ceza Genel Kurulunca çözümlenmesi gereken uyuşmazlık, sanığın atılı elektrik hırsızlığı suçunu işleyip işlemediğine ilişkin ise de, öncelikle zamanaşımının gerçek&not;leşip gerçekleşmediğinin belirlenmesi gerekmektedir. İncelenen dosya içeriğine göre;
Sanığa atılı hırsızlık suçunun düzenlendiği 765 sayılı TCY'nın 492/2 maddesinde öngörülen ceza miktarına göre bu suç, 765 sayılı TCY'nın 102/4 maddesinde yazılı 5 yıllık zamanaşımına tabidir."
"465121700","Yargıtay","Ceza Genel Kurulu","2013/317","2013/475","19.11.2013","cgk","ceza_usul","y2010_2019","0.66","0.642","0.402","0.95","Ceza Dairesince 05.02.2013 gün ve 468-3484 sayı ile, itirazın yerinde görülmediğinden bahisle dosya Yargıtay Birinci Başkanlığına gönderilmiş ise de, bu aşamada Yargıtay Cumhuriyet Başsavcılığınca 11.11.2013 gün ve 205276 sayı ile itirazın geri alınması talebinde bulunulmuştur. Ceza Genel Kurulunca 01.10.2013 gün ve 314-394; 315-395 sayı ile, Yargıtay Cumhuriyet Başsavcılığının karar verilinceye kadar itirazını geri almasının mümkün olduğu sonucuna oybirliğiyle ulaşılmıştır."
"76978800","Yargıtay","Hukuk Genel Kurulu","2011/169","2011/209","20.04.2011","hgk","is_sgk","y2010_2019","0.659","0.266","0.615","0.95","HUKUK GENEL KURULU KARARI

 Hukuk Genel Kurulunca incelenerek direnme kararının süresinde temyiz edildiği anlaşıldıktan ve dosyadaki kağıtlar okunduktan sonra gereği görüşüldü:
Dava, yurtdışı borçlanması nedeniyle 01.04.2006 tarihinden itibaren yaşlılık aylığına hak kazandığının tespiti ile yaşlılık aylığı bağlanması istemine ilişkindir. maddesi uyarınca sigortalılığın başlangıç tarihini, borcun tamamen ödendiği tarihten borçlanılan gün sayısı kadar geriye götürülerek bulmuş,"
"77456200","Yargıtay","Hukuk Genel Kurulu","2013/351","2013/1709","25.12.2013","hgk","is_sgk","y2010_2019","0.659","0.362","0.56","0.95","Hal böyle olunca; yerel mahkemece, Hukuk Genel Kurulu'nca da benimsenen Özel Daire bozma kararına uyulması gerekirken, önceki kararda direnilmesi usul ve yasaya aykırıdır. Buna göre, hüküm sonucu kısmında gerekçeye ait her hangi bir söz tekrar edilmeksizin isteklerin her biri hakkında verilen hükümle, taraflara yüklenen borç ve tanınan hakların sıra numarası altında açık, şüphe ve tereddüt uyandırmayacak şekilde gösterilmesi gerekir."
"77310000","Yargıtay","Hukuk Genel Kurulu","2012/1139","2013/397","27.03.2013","hgk","usul_hukuk","y2010_2019","0.659","0.384","0.548","0.95","HUKUK GENEL KURULU KARARI
Hukuk Genel Kurulu'nca incelenerek direnme kararının süresinde temyiz edildiği anlaşıldıktan ve dosyadaki kağıtlar okunduktan sonra gereği görüşüldü:
Asıl dava, tapu iptali ve yayla olarak sınırlandırma; birleşen dava ise tapu iptali ve kısmen yayla kısmen orman olarak sınırlandırma istemine ilişkindir. Ne varki, mahkemenin direnme olarak adlandırdığı temyize konu bu kararın usul hukuku anlamında gerçek bir direnme kararı olmadığı; ilk kararda değerl"
"76761900","Yargıtay","Hukuk Genel Kurulu","2010/171","2010/193","31.03.2010","hgk","aile","y2010_2019","0.659","0.353","0.566","0.95","Yerel Mahkemece, bu hükme aykırı olarak bozmadan önce dosyada olmadığı için mahkemece ve temyiz incelemesi sırasında Özel Dairece incelenmeyen, bozmadan sonra dosyaya konulan belgelere dayanarak direnme kararı verdiğinden ortada varlığından sözedilebilecek bir direnme kararı mevcut olmayıp, yeni bir hüküm söz konusudur. HUKUK GENEL KURULU KARARI

 Hukuk Genel Kurulunca incelenerek direnme kararının süresinde temyiz edildiği anlaşıldıktan ve dosyadaki kağıtlar okunduktan sonra"
"77111700","Yargıtay","Ceza Genel Kurulu","2011/250","2011/190","27.09.2011","cgk","ceza_genel","y2010_2019","0.659","0.451","0.51","0.95","CEZA GENEL KURULU KARARI
Sanıkların hırsızlık suçundan cezalandırılmalarına karar verilen somut olayda, Özel Daire ile Yargıtay Cumhuriyet Başsavcılığı arasında oluşan ve Ceza Genel Kurulunca çözümlenmesi gereken uyuşmazlık, tebliğname düzenleyen Yargıtay Cumhuriyet savcısının, Özel Dairesinde aynı işin temyiz incelemesinde görev yapmasının, 5271 sayılı CYY'nın 22/1-g maddesi uyarınca, hakimin davaya bakamayacağı hal olarak değerlendirilip değerlendirilmeyeceğinin belirlenme&"
"76376000","Yargıtay","Ceza Genel Kurulu","2012/1579","2013/392","24.09.2013","cgk","usul_hukuk","y2010_2019","0.659","0.513","0.473","0.95","Suçun sübutuna ve nitelendirilmesine ilişkin bir uyuşmazlık bulunmayan somut olayda, Özel Daire ile Yargıtay Cumhuriyet Başsavcılığı arasında oluşan ve Ceza Genel Kurulunca çözümlenmesi gereken uyuşmazlık; bozmadan sonra hüküm kuran yerel mahkemece 1412 sayılı CMUK'nun 326/son maddesinin ihlal edilip edilmediğinin belirlenmesine ilişkindir. Bu açıklamalar ışığında somut olay değerlendirildiğinde;

 Yerel mahkemece gerek bozmadan önceki, gerekse lehe kanun yolu davası üzerine "
"477252200","Yargıtay","Ceza Genel Kurulu","2011/244","2011/282","20.12.2011","cgk","ceza_genel","y2010_2019","0.658","0.454","0.504","0.95","Sanığın kasten yaralama suçundan cezalandırılmasına karar verilen somut olayda, Özel Daire ile Yargıtay Cumhuriyet Başsavcılığı arasında oluşan ve Ceza Genel Kurulunca çözümlenmesi gereken uyuşmazlık; sabıkası bulunmayan sanık hakkındaki 7 ay 15 gün hapis cezasından çevrilen adli para cezasına ilişkin mahkûmiyet hükmünü inceleyen Özel Dairece, hüküm tarihinden sonra yürürlüğe giren 5560, 5728 ve 6008 sayılı Yasalarla değişik 5271 sayılı Ceza Yargılaması Yasasının 231. madde i"
"77595900","Yargıtay","Ceza Genel Kurulu","2013/94","2013/430","22.10.2013","cgk","usul_hukuk","y2010_2019","0.658","0.358","0.56","0.95","Burada sayılan ""failin geçmişi, sosyal ilişkileri, fiilden sonraki ve yargılama sürecindeki davranışları, cezanın failin geleceği üzerindeki olası etkileri"" gibi nedenler, uygulamada h&acirc;kimi sınırlayıcı değil, yol gösterici nitelikteki gerekçelerdir. H&acirc;kim; ""failin geçmişi, sosyal ilişkileri, fiilden sonraki ve yargılama sürecindeki davranışları, cezanın failin geleceği üzerindeki olası etkileri""nin yanında, her somut olaya göre değişebilecek ve önceden öngörülemey"
"77038600","Yargıtay","Ceza Genel Kurulu","2010/252","2011/58","19.04.2011","cgk","is_sgk","y2010_2019","0.658","0.508","0.473","0.95","maddeleri uyarınca cezalandırılmasına karar verilen somut olayda, Özel Daire ile Yargıtay C.Başsavcılığı arasındaki uyuşmazlık, yerel mahkeme kararında yasa yolu bildiriminin yöntemince yapılıp yapılmadığının belirlenmesine ilişkin ise de; öncelikle hükmün sanığa usulüne uygun şekilde tebliğ edilip edilmediği ve buna bağlı olarak temyiz isteminin süresinde olup olmadığının değerlendirilmesi gerekmektedir. Buna göre tebliğ memurunun, tebliğ olunacak evrakı, o yerin muhtar veya"
"77395500","Yargıtay","Ceza Genel Kurulu","2012/657","2012/1863","25.12.2012","cgk","ceza_genel","y2010_2019","0.658","0.446","0.51","0.95","CEZA GENEL KURULU KARARI
Sanığın kasten öldürme suçuna teşebbüsten cezalandırılmasına karar verilen somut olayda, Özel Daire ile yerel mahkeme arasında oluşan ve Ceza Genel Kurulunca çözümlenmesi gereken uyuşmazlık; mağdur hakkında düzenlenen adli raporun hüküm kurma açısından yeterli olup olmadığının belirlenmesine ilişkindir. maddesinin; ""herkes gerek medeni hak ve yükümlülükleri ile ilgili nizalar, gerek cezai alanda kendisine karşı serdedilen bir isnadın esası hakkında ka"
"77434300","Yargıtay","Hukuk Genel Kurulu","2012/1619","2013/863","19.06.2013","hgk","is_sgk","y2010_2019","0.657","0.416","0.523","0.95","Bu madde çerçevesinde sigorta şirketleri ve Güvence Hesabı tarafından ödenecek meblağın süresinde ödenmemesi halinde 31/5/2006 tarihli ve 5510 sayılı Kanunun 89 uncu maddesinin ikinci fıkrası uygulanır&hellip;."" hükmü getirilmiştir. HUKUK GENEL KURULU KARARI 

 Hukuk Genel Kurulu'nca incelenerek direnme kararının süresinde temyiz edildiği anlaşıldıktan ve dosyadaki kağıtlar okunduktan sonra gereği görüşüldü: 
Dava, Sosyal Güvenlik Kurumu tarafından, trafik kazası nedeniyle si"
"76995700","Yargıtay","Hukuk Genel Kurulu","2011/102","2011/250","29.04.2011","hgk","usul_hukuk","y2010_2019","0.657","0.44","0.51","0.95","HUKUK GENEL KURULU KARARI
 
Hukuk Genel Kurulunca incelenerek direnme kararının süresinde temyiz edildiği anlaşıldıktan ve dosyadaki k&acirc;ğıtlar okunduktan sonra gereği görüşüldü:
Dava; su aboneliği nedeniyle ödenen kanal katılım payı ve şebeke hissesi yönüyle borçsuzluğun tespiti ile ödenen bedelin iadesi istemine ilişkindir. Yerel mahkeme verdiği ilk kararında, ""2464 sayılı Belediye Gelirleri Kanunu'nun 87 ve 88.maddeleri ile ASKİ Tarifeler Yönetmeliğinin 39.maddesi ve 3"
"77462600","Yargıtay","Hukuk Genel Kurulu","2013/693","2013/886","26.06.2013","hgk","borclar","y2010_2019","0.657","0.319","0.579","0.95","Aynı yöne işaret eden ve Hukuk Genel Kurulu'nca da benimsenen Özel Daire Bozma kararına uyulmak gerekirken, yanılgılı gerekçe ile önceki kararda direnilmesi usul ve yasaya aykırı olup; kararın bozulması gerekir. Alacaklı, 106/2'de öngörülen seçimlik haklardan birisini kullanabilmesi için borcu yerine getirmekte direnen borçluya mehil vermek zorundadır (BK.m.106/1)."
"77070600","Yargıtay","Hukuk Genel Kurulu","2011/330","2011/421","15.06.2011","hgk","usul_hukuk","y2010_2019","0.657","0.611","0.41","0.95","Davacı vekili, müvekkilinin Köylere Hizmet Götürme Birliğine süt teslim ettiğini ve müstahsil makbuzu ile kesinti yapıldığını, kesintinin yapıldığı tarihi takip eden aybaşından itibaren 2926 sayılı Kanun kapsamında Tarım Bağ-Kur sigortalısı olduğunun tespitine karar verilmesini talep ve dava etmiştir. O halde, tarafların karşılıklı iddia ve savunmalarına, dosyadaki tutanak ve kanıtlara, mahkeme kararında ve yukarıda açıklanan gerektirici nedenlere; özellikle delillerin değerl"
